10
6.628389702567738,35.161430725259336,-0.8130035693810955,13.0,13.0,29.0,0.235,10.0,16.145718937670587,67.42167326240781,-0.4422569656462829,13.0,13.0,20.0,-0.122,19.0,6.01919617109167,32.61839714667585,-0.3448009837555426,10.0,7.0,90.0,-0.018,19.0,8.0,60.0,-0.415,10.0,12.0,70.0,-0.814,18.0,13.0,74.0,-0.06,13.0,8.0,27.0,-0.06,14.0,242,186,250,134.0
16.50000163355097,93.57711929045256,0.6344328527377217,13.0,8.0,59.0,-0.168,10.0,17.46689959055109,105.46396594721413,0.5328127126770879,17.0,19.0,99.0,1.0,10.0,9.347341061710873,10.003154281615062,-0.6761142085302727,16.0,6.805217093224623,84.78676100508338,-0.8239992130444389,14.0,5.940739203441073,91.31047755119712,-0.9398157575883925,18.0,14.64258714194079,111.09563968686557,-0.05221516437080265,18.0,9.0,18.0,-0.048,16.0,15.0,96.0,-0.048,19.0,12,30,250,142.0
18.237249220619276,40.418701737356486,-0.012375540317938194,15.0,8.098762218150892,87.91582420663762,-0.3983099808148629,15.0,19.324988648067148,115.55731194895642,-0.9235835087887336,11.0,10.554566459625226,84.03052629082377,0.4570784013244582,11.0,12.508731989327295,59.462454911890816,0.09081052404269108,10.0,8.349169882133936,25.15623160733184,0.4613635286267497,19.0,5.6945918275065734,15.059329199243315,-0.4865026707257518,13.0,7.127065937984949,51.7873747327237,-0.9462365781454631,10.0,13.0,36.0,-0.048,14.0,8.0,22.0,-0.024,15.0,224,250,242,115.55731194895642
8.0,66.0,0.625,16.0,7.0,92.0,0.404,17.0,11.442244461209857,44.044805833865894,-0.19629298061541878,19.0,19.0,89.0,0.596,16.0,19.6526297278029,106.92751433361437,-0.8819392576981606,18.0,18.0,101.0,-0.76,18.0,19.0,94.0,-0.575,16.0,8.0,104.0,-0.791,18.0,6.0,83.0,-0.036,13.0,6.0,55.0,0.012,11.0,224,68,250,134.0
11.88090052415135,67.60327283877066,0.005649145063548078,11.0,11.479250057844588,91.33545133597406,0.9988690616731852,14.0,15.981915967895056,96.81796708962887,0.634894844826819,15.0,10.618178895360572,45.27548891129758,-0.8727722312589494,19.0,8.590242513517072,71.31167434174951,0.26369027623151386,17.0,16.066548986567458,63.44623036243482,0.9577801945966329,19.0,13.878620023772145,46.48417249578483,0.9218461760287104,18.0,7.903894081483119,104.87228398559395,-0.30205297659750485,14.0,18.0,35.0,-0.012,11.0,17.0,39.0,-0.036,10.0,250,68,68,154.0
9.0,37.0,-0.226,17.0,6.0,39.0,-0.341,14.0,13.0,109.0,-0.048,18.0,19.0,77.0,-0.095,10.0,18.0,82.0,-0.405,18.0,15.0,100.0,-0.143,16.0,8.0,113.0,0.702,10.0,15.0,93.0,0.619,10.0,19.0,76.0,-0.031,11.0,10.0,14.0,-0.06,14.0,150,204,77,108.0
8.0,105.0,-0.202,12.0,10.0,36.0,-0.414,12.0,15.0,72.0,-0.024,13.0,5.0,70.0,-0.19,11.0,5.0,74.0,-0.131,12.0,12.0,101.0,0.643,10.0,12.0,99.0,0.571,11.0,14.0,131.0,0.631,11.0,8.0,28.0,-0.024,11.0,14.0,100.0,-0.024,16.0,0,69,0,129.0
7.0,65.0,-0.083,15.0,19.0,78.0,-0.325,15.0,19.0,73.0,-0.784,10.0,5.0,59.0,-0.071,12.0,17.0,59.0,-0.298,13.0,18.0,108.0,0.833,9.0,13.0,119.0,0.667,10.0,13.0,71.0,-0.013,8.0,16.0,48.0,-0.083,18.0,13.0,37.0,-0.024,16.0,54,176,43,131.0
5.0,39.0,-0.036,14.0,11.0,100.0,-0.095,12.0,16.0,69.0,-0.083,18.0,11.0,105.0,-0.06,10.0,19.0,34.0,-0.107,15.0,10.0,91.0,-0.06,16.0,11.0,70.0,-0.119,18.0,5.0,87.0,-0.095,10.0,30.0,134.0,-1.0,200.0,12.0,49.0,1.0,2.0,0,200,255,151.0
19.0,99.0,-0.048,15.0,9.0,105.0,-0.048,11.0,16.0,91.0,-0.083,18.0,10.0,109.0,-0.048,19.0,13.0,37.0,-0.06,10.0,14.0,102.0,-0.048,16.0,5.0,19.0,-0.012,13.0,13.0,79.0,-0.036,10.0,11.0,48.0,1.0,1.0,30.0,134.0,-1.0,200.0,37,125,255,143.0
